Tpeak,Ts,sigma,p_Tpeak,p_Ts,p_sigma,delta_BIC_mean,delta_BIC_std
159.28571428571428,85.35714285714286,23.78571428571429,0.05,0.0,0.0,41.19977631210033,5.8796464477959125
159.28571428571428,85.35714285714286,25.85714285714286,0.0,0.0,0.0,45.037686462811536,6.958238716312554
159.28571428571428,85.35714285714286,27.92857142857143,0.0,0.05,0.0,-76.54793379497721,31.297064740690477
159.28571428571428,85.35714285714286,30.0,0.0,0.14,0.02,-412.67043936031064,38.225638484990945
159.28571428571428,155.71428571428572,1.0,0.09,1.0,0.0,-4.81670888275236,0.5688106503477937
159.28571428571428,155.71428571428572,3.0714285714285716,0.03,1.0,0.0,0.17881007455172607,1.6928495704273325
159.28571428571428,155.71428571428572,5.142857142857143,0.09,0.77,0.0,5.245503312832717,2.0994882185002175
159.28571428571428,155.71428571428572,7.214285714285715,0.05,0.15,0.0,10.330061169832243,2.77752122625802
159.28571428571428,155.71428571428572,9.285714285714286,0.04,0.02,0.0,14.749824681309178,3.475550720769274
159.28571428571428,155.71428571428572,11.357142857142858,0.05,0.0,0.0,18.923586103482865,3.3182830791279225
159.28571428571428,155.71428571428572,13.42857142857143,0.03,0.0,0.0,24.186231738370953,4.274492802191086
159.28571428571428,155.71428571428572,15.500000000000002,0.03,0.0,0.0,29.408450966712007,4.524882536354188
159.28571428571428,155.71428571428572,17.571428571428573,0.06,0.0,0.0,33.08077009739205,5.096959040980329
159.28571428571428,155.71428571428572,19.642857142857146,0.03,0.0,0.0,37.888881929591825,4.562599619142026
159.28571428571428,155.71428571428572,21.714285714285715,0.02,0.0,0.0,42.01481523110348,5.40684757247895
159.28571428571428,155.71428571428572,23.78571428571429,0.0,0.0,0.0,46.145936356209134,6.200167376652352
159.28571428571428,155.71428571428572,25.85714285714286,0.01,0.0,0.0,50.5045912385245,6.362040856419468
159.28571428571428,155.71428571428572,27.92857142857143,0.0,0.0,0.0,53.58652948936733,6.982917163985316
159.28571428571428,155.71428571428572,30.0,0.04,0.0,0.04,-90.16426574857276,33.31649536341206
159.28571428571428,226.07142857142858,1.0,0.08,0.96,0.23,-5.0580016422805025,0.7471503226325032
159.28571428571428,226.07142857142858,3.0714285714285716,0.09,1.0,0.0,-0.9921017358883387,1.8630436132865573
159.28571428571428,226.07142857142858,5.142857142857143,0.04,0.85,0.0,3.678008788881217,2.418725899492877
159.28571428571428,226.07142857142858,7.214285714285715,0.05,0.11,0.0,7.766704068335077,3.095968973802824
159.28571428571428,226.07142857142858,9.285714285714286,0.06,0.0,0.0,11.56118110655485,3.601678250054519
159.28571428571428,226.07142857142858,11.357142857142858,0.06,0.0,0.0,16.532110273447834,3.9973483227306357
159.28571428571428,226.07142857142858,13.42857142857143,0.06,0.0,0.0,19.430869287702127,4.150655575368559
159.28571428571428,226.07142857142858,15.500000000000002,0.06,0.0,0.0,23.736615574837444,4.624682986036171
159.28571428571428,226.07142857142858,17.571428571428573,0.06,0.0,0.0,27.64094056809098,4.825606646881156
159.28571428571428,226.07142857142858,19.642857142857146,0.02,0.0,0.0,30.775724436389137,5.4576979931532135
159.28571428571428,226.07142857142858,21.714285714285715,0.07,0.0,0.0,36.52719611479968,5.554604243164928
159.28571428571428,226.07142857142858,23.78571428571429,0.0,0.0,0.0,40.340076678247385,5.641338980016074
159.28571428571428,226.07142857142858,25.85714285714286,0.0,0.0,0.0,42.75857009900752,6.008071253902961
159.28571428571428,226.07142857142858,27.92857142857143,0.02,0.0,0.0,47.95528641590681,5.907236992714491
159.28571428571428,226.07142857142858,30.0,0.0,0.0,0.0,47.82973483409933,9.440938077431085
159.28571428571428,296.42857142857144,1.0,0.09,0.99,0.57,-5.164943948310829,0.7555678500455252
159.28571428571428,296.42857142857144,3.0714285714285716,0.09,1.0,0.03,-1.3849524638531217,1.8440221323173311
159.28571428571428,296.42857142857144,5.142857142857143,0.12,1.0,0.01,1.7046169895757453,2.581706960303786
159.28571428571428,296.42857142857144,7.214285714285715,0.08,0.48,0.0,5.635036374008854,3.0884195147159734
159.28571428571428,296.42857142857144,9.285714285714286,0.11,0.0,0.0,8.475750514012889,3.170632433044314
159.28571428571428,296.42857142857144,11.357142857142858,0.05,0.0,0.0,11.265007113614013,4.65061325879258
159.28571428571428,296.42857142857144,13.42857142857143,0.04,0.0,0.0,15.540023706548606,5.352529545717968
159.28571428571428,296.42857142857144,15.500000000000002,0.04,0.0,0.0,18.506053637607867,4.871257411880573
159.28571428571428,296.42857142857144,17.571428571428573,0.05,0.0,0.0,22.519701121732677,5.043960188497816
159.28571428571428,296.42857142857144,19.642857142857146,0.03,0.0,0.0,25.69307208943748,6.146145206474202
159.28571428571428,296.42857142857144,21.714285714285715,0.05,0.0,0.0,28.9054366615146,6.195028378876089
159.28571428571428,296.42857142857144,23.78571428571429,0.01,0.0,0.0,32.143003401343364,5.969561520491318
159.28571428571428,296.42857142857144,25.85714285714286,0.0,0.0,0.0,35.83286649075144,6.4303522011042435
159.28571428571428,296.42857142857144,27.92857142857143,0.03,0.0,0.0,38.479053167869544,6.912184277055014
159.28571428571428,296.42857142857144,30.0,0.03,0.0,0.0,40.77334461775532,6.902967906170267
159.28571428571428,366.78571428571433,1.0,0.38,0.99,0.73,-5.317633480239845,0.6126043721468544
159.28571428571428,366.78571428571433,3.0714285714285716,0.15,0.99,0.38,-2.4471133355398744,2.0331142594290603
159.28571428571428,366.78571428571433,5.142857142857143,0.14,1.0,0.16,0.40400756203484095,2.994026251896472
159.28571428571428,366.78571428571433,7.214285714285715,0.13,0.99,0.06,2.820471657801826,3.5610597394319896
159.28571428571428,366.78571428571433,9.285714285714286,0.08,0.84,0.06,6.165654574839157,4.3668294205523255
159.28571428571428,366.78571428571433,11.357142857142858,0.08,0.16,0.03,8.20944975111518,4.572601772595979
159.28571428571428,366.78571428571433,13.42857142857143,0.09,0.03,0.01,11.13564588205046,5.150270706636536
159.28571428571428,366.78571428571433,15.500000000000002,0.1,0.04,0.01,14.105112599023618,5.900451267422103
159.28571428571428,366.78571428571433,17.571428571428573,0.07,0.0,0.0,17.08905648761057,6.430473510025095
159.28571428571428,366.78571428571433,19.642857142857146,0.06,0.0,0.0,20.474926916217854,5.3970655119138975
159.28571428571428,366.78571428571433,21.714285714285715,0.13,0.0,0.0,22.04692606093593,6.7433171284384175
159.28571428571428,366.78571428571433,23.78571428571429,0.06,0.0,0.0,24.830752999202904,6.691622212932263
159.28571428571428,366.78571428571433,25.85714285714286,0.01,0.0,0.0,27.79496887258567,6.885353978291172
159.28571428571428,366.78571428571433,27.92857142857143,0.07,0.0,0.0,31.389921939191773,7.573832918096965
159.28571428571428,366.78571428571433,30.0,0.07,0.0,0.0,34.0405618951291,8.347977056339701
159.28571428571428,437.14285714285717,1.0,0.34,0.94,0.83,-5.370211801720542,0.7543697713756871
159.28571428571428,437.14285714285717,3.0714285714285716,0.46,1.0,0.68,-2.928142762335158,1.9999559806374643
159.28571428571428,437.14285714285717,5.142857142857143,0.32,1.0,0.51,-0.9583263211588104,2.9093849032095194
159.28571428571428,437.14285714285717,7.214285714285715,0.15,0.98,0.38,1.4335090703803763,3.4490719424962006
159.28571428571428,437.14285714285717,9.285714285714286,0.18,1.0,0.36,4.108187380647853,4.645250177824039
159.28571428571428,437.14285714285717,11.357142857142858,0.16,1.0,0.31,6.168226200918362,4.469684770380708
159.28571428571428,437.14285714285717,13.42857142857143,0.13,0.91,0.25,7.96919599850416,5.103967115182884
159.28571428571428,437.14285714285717,15.500000000000002,0.18,0.71,0.15,10.008449733093848,5.001615504694034
159.28571428571428,437.14285714285717,17.571428571428573,0.13,0.54,0.25,12.481343338966854,6.270234438022976
159.28571428571428,437.14285714285717,19.642857142857146,0.11,0.41,0.21,15.662293892326446,6.678413823146684
159.28571428571428,437.14285714285717,21.714285714285715,0.15,0.33,0.18,17.213138821991507,6.80242055511925
159.28571428571428,437.14285714285717,23.78571428571429,0.13,0.23,0.11,18.451319240165226,7.173574689387125
159.28571428571428,437.14285714285717,25.85714285714286,0.12,0.26,0.17,22.708688904664264,7.360485972016886
159.28571428571428,437.14285714285717,27.92857142857143,0.11,0.15,0.09,24.566323814216272,7.884453628242148
159.28571428571428,437.14285714285717,30.0,0.08,0.09,0.07,26.97206285962665,8.327132584983701
159.28571428571428,507.5,1.0,0.63,0.95,0.87,-5.450978975429928,0.7748419602544534
159.28571428571428,507.5,3.0714285714285716,0.47,0.98,0.79,-3.6829984964976603,1.9648706466324213
159.28571428571428,507.5,5.142857142857143,0.38,1.0,0.74,-1.5441641729067834,2.441499477636042
159.28571428571428,507.5,7.214285714285715,0.5,1.0,0.77,1.1420453382041762,3.408211474860149
159.28571428571428,507.5,9.285714285714286,0.39,1.0,0.63,1.6755132704020548,4.008614223441353
159.28571428571428,507.5,11.357142857142858,0.43,1.0,0.69,4.607414870156206,4.998342288069759
159.28571428571428,507.5,13.42857142857143,0.4,1.0,0.72,5.3096030763693225,5.468655745943995
159.28571428571428,507.5,15.500000000000002,0.37,1.0,0.69,7.855043801310753,4.875953334352119
159.28571428571428,507.5,17.571428571428573,0.46,0.95,0.66,10.669923088468838,6.200917156053661
159.28571428571428,507.5,19.642857142857146,0.39,0.91,0.61,10.315525316454877,6.727869293216702
159.28571428571428,507.5,21.714285714285715,0.34,0.93,0.57,13.148258088590307,6.529886127648565
159.28571428571428,507.5,23.78571428571429,0.36,0.89,0.55,15.085496548268052,7.724739635951802
159.28571428571428,507.5,25.85714285714286,0.43,0.87,0.56,18.179086936214524,7.739912650322363
159.28571428571428,507.5,27.92857142857143,0.4,0.86,0.63,18.915473429677466,7.985109273965811
159.28571428571428,507.5,30.0,0.39,0.86,0.54,20.277982655519608,7.656076868267887
159.28571428571428,577.8571428571429,1.0,0.67,0.95,0.96,-5.44505522988189,0.7708972656909766
159.28571428571428,577.8571428571429,3.0714285714285716,0.62,1.0,0.86,-3.9279664183279834,1.8293647187298234
159.28571428571428,577.8571428571429,5.142857142857143,0.6,0.99,0.9,-2.27391279021264,2.5964578796094107
159.28571428571428,577.8571428571429,7.214285714285715,0.62,1.0,0.79,-0.7104716321859013,3.503464498254469
159.28571428571428,577.8571428571429,9.285714285714286,0.6,1.0,0.82,1.0569616100279102,3.9745968804537135
159.28571428571428,577.8571428571429,11.357142857142858,0.58,1.0,0.87,2.352673264895653,4.635377400255634
159.28571428571428,577.8571428571429,13.42857142857143,0.6,1.0,0.81,3.9570441208197895,5.116441124559571
159.28571428571428,577.8571428571429,15.500000000000002,0.56,0.99,0.82,5.138298584152109,5.42673357740504
159.28571428571428,577.8571428571429,17.571428571428573,0.68,1.0,0.86,7.201103182989175,5.963933428504871
159.28571428571428,577.8571428571429,19.642857142857146,0.64,1.0,0.85,8.442139400510356,6.067764591960167
159.28571428571428,577.8571428571429,21.714285714285715,0.58,0.97,0.78,9.59860267685055,6.7018191598236605
159.28571428571428,577.8571428571429,23.78571428571429,0.69,0.94,0.78,10.9624293048455,7.413322245660628
159.28571428571428,577.8571428571429,25.85714285714286,0.65,0.93,0.77,12.066077625255584,7.1098378862020795
159.28571428571428,577.8571428571429,27.92857142857143,0.65,0.93,0.79,14.437764446104724,7.692456968456775
159.28571428571428,577.8571428571429,30.0,0.61,0.93,0.81,16.19360618442511,8.063700389025621
159.28571428571428,648.2142857142858,1.0,0.78,0.98,0.97,-5.484449373600962,0.7186847010301839
159.28571428571428,648.2142857142858,3.0714285714285716,0.67,1.0,0.85,-4.065416644076102,1.6354183041118697
159.28571428571428,648.2142857142858,5.142857142857143,0.49,1.0,0.76,-2.987788779684671,2.6676618465781465
159.28571428571428,648.2142857142858,7.214285714285715,0.63,1.0,0.8,-1.300148925237426,3.2889751483210046
159.28571428571428,648.2142857142858,9.285714285714286,0.65,1.0,0.79,-0.13766707657717858,4.29618301230646
159.28571428571428,648.2142857142858,11.357142857142858,0.72,1.0,0.87,1.1997639529943824,4.220400780459282
159.28571428571428,648.2142857142858,13.42857142857143,0.7,1.0,0.86,2.5541896582329593,4.997626370975418
159.28571428571428,648.2142857142858,15.500000000000002,0.79,0.99,0.9,4.633375666692112,5.1091642393964145
159.28571428571428,648.2142857142858,17.571428571428573,0.77,1.0,0.83,4.84956995540313,5.241755933070714
159.28571428571428,648.2142857142858,19.642857142857146,0.68,0.99,0.78,4.740050911430791,5.319970452634277
159.28571428571428,648.2142857142858,21.714285714285715,0.64,1.0,0.85,7.447101546528157,6.6118191091055785
159.28571428571428,648.2142857142858,23.78571428571429,0.74,0.97,0.86,9.552500991738018,6.762843250153888
159.28571428571428,648.2142857142858,25.85714285714286,0.78,0.98,0.81,11.123500085601426,7.771674244672281
159.28571428571428,648.2142857142858,27.92857142857143,0.75,0.95,0.84,10.91783133359237,7.370446761142304
159.28571428571428,648.2142857142858,30.0,0.77,0.96,0.85,11.249942150818427,6.983676504914035
159.28571428571428,718.5714285714287,1.0,0.85,0.97,0.96,-5.540447300461303,0.7220238057532837
159.28571428571428,718.5714285714287,3.0714285714285716,0.81,0.99,0.94,-3.933154672977397,1.5601249990111967
159.28571428571428,718.5714285714287,5.142857142857143,0.67,1.0,0.79,-3.1853374949780044,2.7589859293535537
159.28571428571428,718.5714285714287,7.214285714285715,0.77,0.99,0.83,-2.2730518535991173,3.063868574808818
159.28571428571428,718.5714285714287,9.285714285714286,0.81,0.99,0.87,-0.9134951106008765,3.394672610046515
159.28571428571428,718.5714285714287,11.357142857142858,0.7,1.0,0.84,0.6216727335359894,4.154196978854976
159.28571428571428,718.5714285714287,13.42857142857143,0.78,0.98,0.83,1.49606191449098,4.752106190505255
159.28571428571428,718.5714285714287,15.500000000000002,0.63,0.98,0.7,1.2016588924625722,5.190485089798116
159.28571428571428,718.5714285714287,17.571428571428573,0.85,0.99,0.83,2.7342132824545375,4.610129001302325
159.28571428571428,718.5714285714287,19.642857142857146,0.72,0.99,0.87,3.9994649458484077,5.454362571632244
159.28571428571428,718.5714285714287,21.714285714285715,0.75,0.92,0.79,5.256125394011224,6.667838222250165
159.28571428571428,718.5714285714287,23.78571428571429,0.71,0.95,0.84,5.6930123990589925,5.661576180800835
159.28571428571428,718.5714285714287,25.85714285714286,0.67,0.96,0.8,7.606104273940371,6.550308510879932
159.28571428571428,718.5714285714287,27.92857142857143,0.73,0.94,0.78,8.210868472574196,7.22608074269293
159.28571428571428,718.5714285714287,30.0,0.73,0.97,0.76,8.620673440393537,7.487434693256502
159.28571428571428,788.9285714285714,1.0,0.92,0.94,0.97,-5.621269115054849,0.741213809662247
159.28571428571428,788.9285714285714,3.0714285714285716,0.72,0.99,0.91,-4.018257725886333,1.7977178947626764
159.28571428571428,788.9285714285714,5.142857142857143,0.78,0.96,0.89,-3.261544255260982,2.4992135847968684
159.28571428571428,788.9285714285714,7.214285714285715,0.72,0.98,0.85,-2.6067508378399498,2.7897367984019312
159.28571428571428,788.9285714285714,9.285714285714286,0.74,0.97,0.82,-1.6455468793021037,3.38093723620467
159.28571428571428,788.9285714285714,11.357142857142858,0.69,0.97,0.82,-0.8548751616638333,3.9395898620390626
159.28571428571428,788.9285714285714,13.42857142857143,0.71,0.98,0.85,-0.06425964608688219,4.445132138412118
159.28571428571428,788.9285714285714,15.500000000000002,0.7,0.95,0.75,0.19347721184287026,4.516960576015316
159.28571428571428,788.9285714285714,17.571428571428573,0.76,0.92,0.78,1.8780716447357468,5.149914492912247
159.28571428571428,788.9285714285714,19.642857142857146,0.69,0.88,0.76,2.8180740722879984,5.585181030893538
159.28571428571428,788.9285714285714,21.714285714285715,0.7,0.85,0.78,4.452903619823122,5.883920083397838
159.28571428571428,788.9285714285714,23.78571428571429,0.65,0.89,0.74,3.5451992581718086,5.844532391218728
159.28571428571428,788.9285714285714,25.85714285714286,0.75,0.85,0.79,5.677250309444878,6.451854522527537
159.28571428571428,788.9285714285714,27.92857142857143,0.68,0.82,0.69,6.382597753615663,6.815948791454445
159.28571428571428,788.9285714285714,30.0,0.8,0.81,0.79,7.617829889952384,6.57712004230372
159.28571428571428,859.2857142857143,1.0,0.92,0.95,0.96,-5.706008686202458,0.6867473297993123
159.28571428571428,859.2857142857143,3.0714285714285716,0.81,0.97,0.91,-4.3241234965673945,1.8386478516000624
159.28571428571428,859.2857142857143,5.142857142857143,0.75,1.0,0.9,-3.4550769778567076,2.357077152737493
159.28571428571428,859.2857142857143,7.214285714285715,0.72,0.96,0.85,-3.088900672644002,2.594336440231722
159.28571428571428,859.2857142857143,9.285714285714286,0.72,0.93,0.86,-1.761630176257387,3.6332600494898446
159.28571428571428,859.2857142857143,11.357142857142858,0.72,0.92,0.89,-0.7656947765271843,3.852804149290863
159.28571428571428,859.2857142857143,13.42857142857143,0.72,0.87,0.81,-0.19718993888017905,4.105925994320613
159.28571428571428,859.2857142857143,15.500000000000002,0.71,0.86,0.77,-0.17442524124405395,4.160391104204402
159.28571428571428,859.2857142857143,17.571428571428573,0.72,0.78,0.79,1.559000941918943,5.427710877119415
159.28571428571428,859.2857142857143,19.642857142857146,0.76,0.86,0.79,1.6273958023491786,4.7140056101444605
159.28571428571428,859.2857142857143,21.714285714285715,0.74,0.83,0.75,2.588527961329965,5.308540151267454
159.28571428571428,859.2857142857143,23.78571428571429,0.71,0.81,0.72,3.324876974385317,5.545086317191818
159.28571428571428,859.2857142857143,25.85714285714286,0.62,0.83,0.69,2.9227448118142956,6.109998160762089
159.28571428571428,859.2857142857143,27.92857142857143,0.65,0.73,0.69,4.941946193334661,6.527915441326137
159.28571428571428,859.2857142857143,30.0,0.72,0.85,0.73,4.833641952782578,6.4031517443139965
159.28571428571428,929.6428571428572,1.0,0.87,0.94,0.98,-5.641370560361858,0.6335401092849541
159.28571428571428,929.6428571428572,3.0714285714285716,0.8,0.98,0.95,-4.526971957918882,1.6515196351677368
159.28571428571428,929.6428571428572,5.142857142857143,0.77,0.96,0.89,-3.784123079019981,2.176838368974399
159.28571428571428,929.6428571428572,7.214285714285715,0.73,0.98,0.85,-3.037240043956965,2.694675824341061
159.28571428571428,929.6428571428572,9.285714285714286,0.74,0.85,0.84,-2.0635208591801995,3.3739812442823407
159.28571428571428,929.6428571428572,11.357142857142858,0.71,0.87,0.77,-2.2474116269591478,3.284262049081121
159.28571428571428,929.6428571428572,13.42857142857143,0.64,0.77,0.75,-1.1534441437109917,4.29516096596885
159.28571428571428,929.6428571428572,15.500000000000002,0.79,0.83,0.82,-1.1200521699500114,3.9115744083255866
159.28571428571428,929.6428571428572,17.571428571428573,0.8,0.78,0.78,0.17799162568571375,3.915785161740413
159.28571428571428,929.6428571428572,19.642857142857146,0.71,0.73,0.71,1.2622152965236182,5.274742826851532
159.28571428571428,929.6428571428572,21.714285714285715,0.71,0.8,0.7,1.374164908813109,4.8847187504885605
159.28571428571428,929.6428571428572,23.78571428571429,0.67,0.7,0.64,2.546295600104247,6.023522158592463
159.28571428571428,929.6428571428572,25.85714285714286,0.66,0.81,0.71,2.2618446164876462,5.616123512727211
159.28571428571428,929.6428571428572,27.92857142857143,0.73,0.78,0.77,3.8962691896571107,5.8454691239832135
159.28571428571428,929.6428571428572,30.0,0.72,0.79,0.71,4.187276876444954,6.031028390154092
159.28571428571428,1000.0,1.0,0.89,0.97,0.98,-5.603496661477619,0.7189907948201043
159.28571428571428,1000.0,3.0714285714285716,0.86,0.94,0.92,-4.851809345952386,1.445276658347445
159.28571428571428,1000.0,5.142857142857143,0.8,0.93,0.87,-4.310094763282034,2.1179954953367197
159.28571428571428,1000.0,7.214285714285715,0.69,0.89,0.83,-3.741609681887437,2.5113666442968996
159.28571428571428,1000.0,9.285714285714286,0.72,0.81,0.79,-2.776015901500303,3.01710032158322
159.28571428571428,1000.0,11.357142857142858,0.76,0.77,0.8,-2.0249959709268457,3.6173722850329155
159.28571428571428,1000.0,13.42857142857143,0.75,0.77,0.75,-1.5659981400961265,3.877589867624892
159.28571428571428,1000.0,15.500000000000002,0.75,0.79,0.73,-1.3387223590681527,3.703584753858343
159.28571428571428,1000.0,17.571428571428573,0.68,0.8,0.69,-0.8695360171459271,4.052160538472358
159.28571428571428,1000.0,19.642857142857146,0.65,0.8,0.66,-0.1732221703887228,4.7423381764372445
159.28571428571428,1000.0,21.714285714285715,0.67,0.77,0.66,0.6643810398018434,5.0361014838697304
159.28571428571428,1000.0,23.78571428571429,0.67,0.79,0.75,1.4481014527869962,5.316229629521486
159.28571428571428,1000.0,25.85714285714286,0.63,0.76,0.65,2.106055393467607,6.499794877811399
159.28571428571428,1000.0,27.92857142857143,0.66,0.78,0.61,1.8615132170664652,5.168233685501101
159.28571428571428,1000.0,30.0,0.66,0.76,0.66,2.714126715886494,6.073039281858577
172.85714285714286,15.0,1.0,0.01,1.0,0.0,28.23438233260795,53.21137190189746
172.85714285714286,15.0,3.0714285714285716,0.01,1.0,0.0,-1.386369273208033,2.7228233152225956
172.85714285714286,15.0,5.142857142857143,0.0,1.0,0.0,2.162411757679541,2.2195382465211297
172.85714285714286,15.0,7.214285714285715,0.0,1.0,0.0,6.118245201920271,2.7951041095838
172.85714285714286,15.0,9.285714285714286,0.0,0.95,0.0,9.065383391024087,3.009362718652022
172.85714285714286,15.0,11.357142857142858,0.0,0.7,0.0,12.658789958462982,3.711782888837915
172.85714285714286,15.0,13.42857142857143,0.0,0.39,0.0,16.822168757235595,3.7178477543030097
172.85714285714286,15.0,15.500000000000002,0.01,0.26,0.0,19.864895113224158,4.50515705038397
172.85714285714286,15.0,17.571428571428573,0.0,0.07,0.0,23.524605911732174,5.076667969163765
172.85714285714286,15.0,19.642857142857146,0.0,0.15,0.0,18.79168285980268,17.06155636933732
172.85714285714286,15.0,21.714285714285715,0.0,0.14,0.0,-0.8321970141103873,18.424313238226137
172.85714285714286,15.0,23.78571428571429,0.0,0.28,0.0,-84.02839238948528,31.101256692151086
172.85714285714286,15.0,25.85714285714286,0.0,0.63,0.01,-199.89326236745856,30.59251145152138
172.85714285714286,15.0,27.92857142857143,0.0,0.88,0.09,-329.08889393513664,35.781636320592455
172.85714285714286,15.0,30.0,0.02,0.9,0.65,-451.9370485407425,40.590789895542535
172.85714285714286,85.35714285714286,1.0,0.04,1.0,0.0,-4.612212057910208,0.5517669947861951
172.85714285714286,85.35714285714286,3.0714285714285716,0.03,1.0,0.0,0.9489174802210385,1.6605990457805968
172.85714285714286,85.35714285714286,5.142857142857143,0.03,0.89,0.0,6.601463318474091,2.584021741819395
172.85714285714286,85.35714285714286,7.214285714285715,0.03,0.73,0.0,11.937666989862358,3.2077621987811034
172.85714285714286,85.35714285714286,9.285714285714286,0.02,0.36,0.0,17.450784824453446,4.254613227652632
172.85714285714286,85.35714285714286,11.357142857142858,0.02,0.2,0.0,20.712441713645593,4.293200748973096
172.85714285714286,85.35714285714286,13.42857142857143,0.03,0.14,0.0,24.66619928202579,5.277575707462191
172.85714285714286,85.35714285714286,15.500000000000002,0.01,0.05,0.0,28.662827869858564,5.518464657925231
172.85714285714286,85.35714285714286,17.571428571428573,0.03,0.0,0.0,33.24414471516473,5.516091881989528
172.85714285714286,85.35714285714286,19.642857142857146,0.05,0.0,0.0,36.9373407025882,5.395544404378804
172.85714285714286,85.35714285714286,21.714285714285715,0.0,0.0,0.0,39.9799118726758,5.916687349908347
172.85714285714286,85.35714285714286,23.78571428571429,0.0,0.0,0.0,42.99300871867575,7.104909157291874
172.85714285714286,85.35714285714286,25.85714285714286,0.02,0.0,0.0,46.23143446735817,7.264999866646598
172.85714285714286,85.35714285714286,27.92857142857143,0.0,0.1,0.01,-133.32550749188707,34.14384650109053
172.85714285714286,85.35714285714286,30.0,0.0,0.3,0.08,-478.40612360372796,35.05419532777793
172.85714285714286,155.71428571428572,1.0,0.08,1.0,0.0,-4.6776938213081545,0.6478273234638451
172.85714285714286,155.71428571428572,3.0714285714285716,0.06,1.0,0.0,1.0304258242152349,1.6913946142212102
172.85714285714286,155.71428571428572,5.142857142857143,0.01,0.63,0.0,7.170201812352023,2.590009115010763
172.85714285714286,155.71428571428572,7.214285714285715,0.03,0.09,0.0,12.886653534102566,3.2187305546034484
172.85714285714286,155.71428571428572,9.285714285714286,0.03,0.0,0.0,18.04656368425301,3.8592724349687537
172.85714285714286,155.71428571428572,11.357142857142858,0.04,0.0,0.0,22.038916600518036,3.9298016927990727
172.85714285714286,155.71428571428572,13.42857142857143,0.04,0.0,0.0,28.167914534534134,3.8389888167907986
172.85714285714286,155.71428571428572,15.500000000000002,0.06,0.0,0.0,32.78799666871896,4.095302957509938
172.85714285714286,155.71428571428572,17.571428571428573,0.03,0.0,0.0,37.82598864553336,5.203662671090393
172.85714285714286,155.71428571428572,19.642857142857146,0.01,0.0,0.0,41.377909038228175,5.423158893888717
172.85714285714286,155.71428571428572,21.714285714285715,0.02,0.0,0.0,46.12710368185949,6.154929063303377
172.85714285714286,155.71428571428572,23.78571428571429,0.0,0.0,0.0,51.08904857876494,5.9452909110126795
172.85714285714286,155.71428571428572,25.85714285714286,0.04,0.0,0.0,55.76210862976171,7.280617591714241
172.85714285714286,155.71428571428572,27.92857142857143,0.01,0.0,0.0,58.74274380506904,6.659005847355816
172.85714285714286,155.71428571428572,30.0,0.0,0.0,0.03,-164.86070650845375,38.11254557129439
172.85714285714286,226.07142857142858,1.0,0.13,0.99,0.09,-4.730087597358754,0.7931941408309425
172.85714285714286,226.07142857142858,3.0714285714285716,0.05,1.0,0.0,0.36140133363981986,1.913233086251324
172.85714285714286,226.07142857142858,5.142857142857143,0.04,0.65,0.0,5.415391369884358,2.7419927912549382
172.85714285714286,226.07142857142858,7.214285714285715,0.02,0.04,0.0,10.188358047377946,3.521721202568647
172.85714285714286,226.07142857142858,9.285714285714286,0.05,0.0,0.0,15.630883349254278,3.6167348211472534
172.85714285714286,226.07142857142858,11.357142857142858,0.03,0.0,0.0,20.938996054178457,4.131120985887599
172.85714285714286,226.07142857142858,13.42857142857143,0.04,0.0,0.0,23.940051010501197,4.470762020607512
172.85714285714286,226.07142857142858,15.500000000000002,0.04,0.0,0.0,29.764878431896303,5.306411467039056
172.85714285714286,226.07142857142858,17.571428571428573,0.06,0.0,0.0,33.574329127778896,4.382333162294797
172.85714285714286,226.07142857142858,19.642857142857146,0.01,0.0,0.0,39.38249865226714,5.409621437619468
172.85714285714286,226.07142857142858,21.714285714285715,0.06,0.0,0.0,42.758084587671284,5.28942438020119
172.85714285714286,226.07142857142858,23.78571428571429,0.0,0.0,0.0,46.534046751224196,5.199261067030023
172.85714285714286,226.07142857142858,25.85714285714286,0.0,0.0,0.0,50.79400722954929,6.4693616202565405
172.85714285714286,226.07142857142858,27.92857142857143,0.01,0.0,0.0,55.63819472012889,6.904393203835989
172.85714285714286,226.07142857142858,30.0,0.0,0.0,0.02,33.01061029302653,17.344967116680706
172.85714285714286,296.42857142857144,1.0,0.11,0.99,0.3,-4.922487753302185,0.7890794345546603
172.85714285714286,296.42857142857144,3.0714285714285716,0.11,1.0,0.0,-0.5130035459498355,1.9146143272371465
172.85714285714286,296.42857142857144,5.142857142857143,0.11,0.89,0.0,3.715966912134237,3.002360939252436
172.85714285714286,296.42857142857144,7.214285714285715,0.12,0.03,0.0,7.573080780897081,3.3646602760201825
172.85714285714286,296.42857142857144,9.285714285714286,0.06,0.0,0.0,11.812919214707314,3.9229083912843654
172.85714285714286,296.42857142857144,11.357142857142858,0.09,0.0,0.0,15.859869315405788,4.3842094849893405
172.85714285714286,296.42857142857144,13.42857142857143,0.08,0.0,0.0,20.77651093358185,4.954091337290572
172.85714285714286,296.42857142857144,15.500000000000002,0.08,0.0,0.0,25.106310656005896,4.874179991269507
172.85714285714286,296.42857142857144,17.571428571428573,0.06,0.0,0.0,28.274094797997833,5.704094025898545
172.85714285714286,296.42857142857144,19.642857142857146,0.02,0.0,0.0,32.83950135308574,6.586264469837754
